clip,start,end,duration,left_word,right_word,gap_dbfs,peak_delta,active_seconds,guess,decision
01-0034.44-breath_or_room_sound.wav,34.44,34.9,0.46000000000000085,"tabs,",and,-16.104016327921727,0.8871825933456421,0.4,BREATH_OR_ROOM_SOUND,
02-0033.50-breath_or_room_sound.wav,33.5,33.88,0.38000000000000256,"engines,",opening,-15.040578679846382,0.8247336149215698,0.34,BREATH_OR_ROOM_SOUND,
03-0024.00-breath_or_room_sound.wav,24.0,25.0,1.0,library.,Searching,-21.007794979229555,1.00155508518219,0.41000000000000003,BREATH_OR_ROOM_SOUND,
04-0018.62-breath_or_room_sound.wav,18.62,19.54,0.9199999999999982,instantaneous.,For,-21.240850444617635,0.4290754795074463,0.41000000000000003,BREATH_OR_ROOM_SOUND,
05-0044.20-breath_or_room_sound.wav,44.2,44.52,0.3200000000000003,"day,",then,-17.207216411788067,0.2110372930765152,0.2,BREATH_OR_ROOM_SOUND,
06-0069.68-breath_or_room_sound.wav,69.68,70.42,0.7399999999999949,millennia.,Socrates,-18.44605727518291,0.194540873169899,0.25,BREATH_OR_ROOM_SOUND,
07-0009.04-breath_or_room_sound.wav,9.04,9.36,0.3200000000000003,"Second,",there,-18.196536944754907,0.3228548765182495,0.18,BREATH_OR_ROOM_SOUND,
08-0005.18-breath_or_room_sound.wav,5.18,5.52,0.33999999999999986,"First,",there,-19.968170453366778,0.4946334660053253,0.24,BREATH_OR_ROOM_SOUND,
09-0092.58-breath_or_room_sound.wav,92.58,93.52,0.9399999999999977,technology.,The,-21.878590725749305,0.7514375448226929,0.3,BREATH_OR_ROOM_SOUND,
10-0061.80-breath_or_room_sound.wav,61.8,62.62,0.8200000000000003,information.,It,-23.81347447279397,0.5434712767601013,0.33,BREATH_OR_ROOM_SOUND,
11-0123.70-breath_or_room_sound.wav,123.7,124.24,0.539999999999992,"sports,",you,-22.169550869109372,0.515648365020752,0.24,BREATH_OR_ROOM_SOUND,
12-0074.62-breath_or_room_sound.wav,74.62,74.96,0.3399999999999892,"later,",Einstein,-19.20624830036214,0.16665318608283997,0.24,BREATH_OR_ROOM_SOUND,
13-0107.56-breath_or_room_sound.wav,107.56,108.22,0.6599999999999966,bias.,A,-21.57591717636891,1.0217046737670898,0.17,BREATH_OR_ROOM_SOUND,
14-0006.50-breath_or_room_sound.wav,6.5,7.1,0.5999999999999996,"prompt,",the,-22.96161581251257,0.7595109343528748,0.13,BREATH_OR_ROOM_SOUND,
15-0004.16-breath_or_room_sound.wav,4.16,4.92,0.7599999999999998,phases.,"First,",-25.466210410393106,0.4987541139125824,0.24,BREATH_OR_ROOM_SOUND,
16-0036.54-breath_or_room_sound.wav,36.54,36.98,0.4399999999999977,"trust,",reduced,-23.16708945203779,0.6136158108711243,0.12,BREATH_OR_ROOM_SOUND,
17-0043.02-breath_or_room_sound.wav,43.02,43.64,0.6199999999999974,seconds.,Half,-24.44332306465855,0.7578361630439758,0.17,BREATH_OR_ROOM_SOUND,
18-0173.40-breath_or_room_sound.wav,173.4,174.42,1.0199999999999818,scarce.,Your,-25.628005812314214,0.47776079177856445,0.2,BREATH_OR_ROOM_SOUND,
19-0010.56-breath_or_room_sound.wav,10.56,10.94,0.379999999999999,"output,",the,-24.2710976707237,0.28047582507133484,0.13,BREATH_OR_ROOM_SOUND,
20-0045.92-breath_or_room_sound.wav,45.92,46.64,0.7199999999999989,seconds.,Because,-25.611049765610776,0.511189341545105,0.19,BREATH_OR_ROOM_SOUND,
21-0032.06-breath_or_room_sound.wav,32.06,32.6,0.5399999999999991,desk.,Running,-24.43758591594301,0.7359236478805542,0.13,BREATH_OR_ROOM_SOUND,
22-0030.36-breath_or_room_sound.wav,30.36,30.84,0.4800000000000004,"internet,",the,-20.095651312292752,0.12211660295724869,0.21,BREATH_OR_ROOM_SOUND,
23-0101.18-breath_or_room_sound.wav,101.18,101.84,0.6599999999999966,result.,Asking,-25.75313262584343,0.5001938343048096,0.1,BREATH_OR_ROOM_SOUND,
24-0049.22-breath_or_room_sound.wav,49.22,49.8,0.5799999999999983,"instantly,",the,-18.989428472170793,0.09676224738359451,0.26,BREATH_OR_ROOM_SOUND,
25-0016.54-breath_or_room_sound.wav,16.54,17.22,0.6799999999999997,phase.,The,-27.857926830624162,0.4898723363876343,0.17,BREATH_OR_ROOM_SOUND,
26-0039.86-breath_or_room_sound.wav,39.86,40.12,0.259999999999998,"Today,",an,-18.63158317930259,0.08696678280830383,0.24,BREATH_OR_ROOM_SOUND,
27-0007.98-breath_or_room_sound.wav,7.98,8.7,0.7199999999999989,ask.,"Second,",-27.782000049325177,0.6662253141403198,0.13,BREATH_OR_ROOM_SOUND,
28-0134.84-breath_or_room_sound.wav,134.84,135.28,0.4399999999999977,"target,",means,-22.99449032792954,0.14830347895622253,0.14,BREATH_OR_ROOM_SOUND,
29-0077.74-breath_or_room_sound.wav,77.74,78.18,0.44000000000001194,"world,",he,-19.617325524933346,0.1162591353058815,0.13,BREATH_OR_ROOM_SOUND,
30-0165.14-breath_or_room_sound.wav,165.14,165.62,0.4800000000000182,"output,",effectively,-25.733455458780977,0.18098342418670654,0.11,BREATH_OR_ROOM_SOUND,
31-0064.96-breath_or_room_sound.wav,64.96,65.84,0.8800000000000097,inquiry.,Inquiry,-22.261996901520863,0.11900952458381653,0.24,BREATH_OR_ROOM_SOUND,
32-0021.16-breath_or_room_sound.wav,21.16,21.8,0.6400000000000006,"internet,",research,-22.148631337866465,0.1134883388876915,0.22,BREATH_OR_ROOM_SOUND,
33-0098.04-breath_or_room_sound.wav,98.04,98.5,0.45999999999999375,"backup,",because,-26.320133118940085,0.16639763116836548,0.1,BREATH_OR_ROOM_SOUND,
34-0055.82-breath_or_room_sound.wav,55.82,56.26,0.4399999999999977,mind.,Now,-32.23562776256928,0.17450064420700073,0.34,BREATH_OR_ROOM_SOUND,
35-0052.18-breath_or_room_sound.wav,52.18,52.72,0.5399999999999991,"disappeared,",leaving,-21.442981314711833,0.09209544211626053,0.21,BREATH_OR_ROOM_SOUND,
36-0149.66-breath_or_room_sound.wav,149.66,150.42,0.7599999999999909,-ended.,A,-30.521350718658418,0.3941187262535095,0.12,BREATH_OR_ROOM_SOUND,
37-0152.64-breath_or_room_sound.wav,152.64,153.2,0.5600000000000023,conversation.,Asking,-30.47731280763207,0.37609004974365234,0.09,BREATH_OR_ROOM_SOUND,
38-0080.80-breath_or_room_sound.wav,80.8,81.38,0.5799999999999983,question.,While,-27.78225003354102,0.16691163182258606,0.1,BREATH_OR_ROOM_SOUND,
39-0013.20-breath_or_room_sound.wav,13.2,13.3,0.10000000000000142,"now,",technology,-17.20962252206516,0.052361562848091125,0.1,BREATH_OR_ROOM_SOUND,
40-0073.16-breath_or_room_sound.wav,73.16,73.88,0.7199999999999989,asking.,Centuries,-26.741970968798448,0.11383801698684692,0.17,BREATH_OR_ROOM_SOUND,
