clip,start,end,duration,left_word,right_word,gap_dbfs,peak_delta,active_seconds,guess,decision
01-0096.66-breath_or_room_sound.wav,96.66,97.74,1.0799999999999983,performance.,Wrong,-16.25704422502878,0.2836156189441681,0.42,BREATH_OR_ROOM_SOUND,
02-0095.46-breath_or_room_sound.wav,95.46,96.3,0.8400000000000034,"rarely,",worsening,-17.888897454894302,0.35541629791259766,0.54,BREATH_OR_ROOM_SOUND,
03-0130.92-breath_or_room_sound.wav,130.92,131.98,1.0600000000000023,fit.,"Finally,",-15.961362275544285,0.20515690743923187,0.38,BREATH_OR_ROOM_SOUND,
04-0175.96-breath_or_room_sound.wav,175.96,176.6,0.6399999999999864,"information,",instead,-19.510080124567487,0.4180378317832947,0.4,BREATH_OR_ROOM_SOUND,
05-0146.20-breath_or_room_sound.wav,146.2,146.64,0.4399999999999977,"bias,",but,-19.380756810887924,0.5855668783187866,0.39,BREATH_OR_ROOM_SOUND,
06-0125.14-breath_or_room_sound.wav,125.14,125.7,0.5600000000000023,"Ask,",what's,-18.824254398872256,0.4292737543582916,0.23,BREATH_OR_ROOM_SOUND,
07-0208.34-breath_or_room_sound.wav,208.34,209.2,0.8599999999999852,intelligence.,It,-21.69285206431789,0.7053920030593872,0.36,BREATH_OR_ROOM_SOUND,
08-0115.46-breath_or_room_sound.wav,115.46,116.12,0.6600000000000108,"identical,",you,-19.603269822310597,0.40103381872177124,0.24,BREATH_OR_ROOM_SOUND,
09-0205.96-breath_or_room_sound.wav,205.96,206.34,0.37999999999999545,"states,",AI,-21.10075209846549,0.8305326700210571,0.3,BREATH_OR_ROOM_SOUND,
10-0156.34-breath_or_room_sound.wav,156.34,157.04,0.6999999999999886,Mavericks.,Claude,-20.108921659143284,0.5327737331390381,0.23,BREATH_OR_ROOM_SOUND,
11-0180.88-breath_or_room_sound.wav,180.88,181.8,0.9200000000000159,distinction.,The,-22.531266683823837,0.33657097816467285,0.34,BREATH_OR_ROOM_SOUND,
12-0121.22-breath_or_room_sound.wav,121.22,121.58,0.35999999999999943,"sameness,",break,-21.564539103069617,0.5354436635971069,0.29,BREATH_OR_ROOM_SOUND,
