clip,start,end,duration,left_word,right_word,gap_dbfs,peak_delta,active_seconds,guess,decision
01-0237.02-breath_or_room_sound.wav,237.02,237.66,0.6399999999999864,calculations,just,-17.51278183071583,0.2996358871459961,0.52,BREATH_OR_ROOM_SOUND,
02-0140.88-breath_or_room_sound.wav,140.88,141.22,0.3400000000000034,"cons,",and,-14.472851922037044,0.5150413513183594,0.29,BREATH_OR_ROOM_SOUND,
03-0233.66-breath_or_room_sound.wav,233.66,234.48,0.8199999999999932,"conversation,",the,-18.653191809534803,0.5875420570373535,0.49,BREATH_OR_ROOM_SOUND,
04-0227.48-breath_or_room_sound.wav,227.48,228.44,0.960000000000008,calculations.,Generating,-20.069024051510965,0.5995700359344482,0.45,BREATH_OR_ROOM_SOUND,
05-0070.78-breath_or_room_sound.wav,70.78,71.3,0.519999999999996,"possibilities,",where,-20.66789691117036,0.4819709062576294,0.47000000000000003,BREATH_OR_ROOM_SOUND,
06-0105.06-breath_or_room_sound.wav,105.06,105.82,0.7599999999999909,once.,Once,-21.88474501321783,0.9373456239700317,0.53,BREATH_OR_ROOM_SOUND,
07-0005.42-breath_or_room_sound.wav,5.42,5.98,0.5600000000000005,"tokens,",tokens,-19.496902170070022,0.5830297470092773,0.29,BREATH_OR_ROOM_SOUND,
08-0260.32-breath_or_room_sound.wav,260.32,260.98,0.660000000000025,visualize.,Think,-20.186838266059027,0.8795812129974365,0.32,BREATH_OR_ROOM_SOUND,
09-0149.12-breath_or_room_sound.wav,149.12,149.86,0.7400000000000091,conversation.,It,-19.29117610885409,0.28769612312316895,0.27,BREATH_OR_ROOM_SOUND,
10-0000.94-breath_or_room_sound.wav,0.94,1.28,0.3400000000000001,"series,",we've,-19.864105676723387,0.5358039140701294,0.26,BREATH_OR_ROOM_SOUND,
11-0116.50-breath_or_room_sound.wav,116.5,117.0,0.5,paths.,By,-23.90980276431887,0.7273587584495544,0.44,BREATH_OR_ROOM_SOUND,
12-0124.20-breath_or_room_sound.wav,124.2,125.24,1.039999999999992,conversation.,This,-22.50749841493299,0.36989060044288635,0.35000000000000003,BREATH_OR_ROOM_SOUND,
